package_name,status,dependencies,resources
CPG.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.uv.cpg; StructureDefinition-cpg-collectWith; StructureDefinition-cpg-collectinformationactivity; StructureDefinition-cpg-enrollI; StructureDefinition-cpg-isUnenrollment; StructureDefinition-cpg-enrollmentactivity; StructureDefinition-cpg-reportWith; StructureDefinition-cpg-generatereportactivity; StructureDefinition-cpg-computableactivity; StructureDefinition-cpg-publishableactivity; StructureDefinition-cpg-knowledgeCapability; StructureDefinition-cpg-knowledgeRepresentationLevel; StructureDefinition-cpg-shareableactivitydefiniti; StructureDefinition-cpg-communicationactivity; StructureDefinition-cpg-immunizationactivity; StructureDefinition-cpg-servicerequestactivity; StructureDefinition-cpg-medicationrequestactivity; StructureDefinition-cpg-dispensemedicationactivity; StructureDefinition-cpg-administermedicati; StructureDefinition-cpg-documentmedicationactivity; StructureDefinition-cpg-proposediagnosisactivity; StructureDefinition-cpg-recordinferenceactivity; StructureDefinition-cpg-recorddetectedissueactivity; StructureDefinition-cpg-reportflagactivity; StructureDefinition-cpg-artifactbundle; StructureDefinition-cpg-testcasebundle; StructureDefinition-cpg-planFor; StructureDefinition-cpg-carepla; StructureDefinition-cpg-careteam; StructureDefinition-cpg-careteamdefiniti; StructureDefinition-cpg-impressionFor; StructureDefinition-cpg-clinicalimpressi; StructureDefinition-cpg-publishablecodesystem; StructureDefinition-cpg-shareablecodesystem; StructureDefinition-cpg-communicati; StructureDefinition-cpg-rationale; StructureDefinition-cpg-communicationrequest; StructureDefinition-cpg-summaryFor; StructureDefinition-cpg-casesummary; StructureDefinition-cpg-caseplansummary; StructureDefinition-cpg-caseplanprogressingnote; StructureDefinition-cpg-conditi; StructureDefinition-cpg-detectedissue; StructureDefinition-cpg-enrolledI; StructureDefinition-cpg-case; StructureDefinition-cpg-encounter; StructureDefinition-cpg-flag; StructureDefinition-cpg-goalFor; StructureDefinition-cpg-goal; StructureDefinition-cpg-identifier; StructureDefinition-cpg-title; StructureDefinition-cpg-shareablegraphdefiniti; StructureDefinition-cpg-computablegraphdefiniti; StructureDefinition-cpg-copyright; StructureDefinition-cpg-topic; StructureDefinition-cpg-publishablegraphdefiniti; StructureDefinition-cpg-summaryDefinitionFor; StructureDefinition-cpg-casesummarydefiniti; StructureDefinition-cpg-caseplansummarydefiniti; StructureDefinition-cpg-groupdefiniti; StructureDefinition-cpg-group; StructureDefinition-cpg-immunizati; StructureDefinition-cpg-immunizationrecommendati; StructureDefinition-cpg-shareableig; StructureDefinition-cpg-computableguideline; StructureDefinition-cpg-author; StructureDefinition-cpg-editor; StructureDefinition-cpg-reviewer; StructureDefinition-cpg-endorser; StructureDefinition-cpg-relatedArtifact; StructureDefinition-cpg-publishableguideline; StructureDefinition-cpg-assetcollecti; StructureDefinition-cpg-computablelibrary; StructureDefinition-cpg-publishablelibrary; StructureDefinition-cpg-shareablelibrary; StructureDefinition-cpg-executablelibrary; StructureDefinition-cpg-locati; StructureDefinition-cpg-locationdefiniti; StructureDefinition-cpg-shareablemetric; StructureDefinition-cpg-computablemetric; StructureDefinition-cpg-publishablemetric; StructureDefinition-cpg-metricreport; StructureDefinition-cpg-medicationadministrati; StructureDefinition-cpg-medicationdispense; StructureDefinition-cpg-medicationrequest; StructureDefinition-cpg-medicationstatement; StructureDefinition-cpg-observati; StructureDefinition-cpg-organizati; StructureDefinition-cpg-patient; StructureDefinition-cpg-practitioner; StructureDefinition-cpg-practitionerrole; StructureDefinition-cpg-practitionerroledefiniti; StructureDefinition-cpg-ordersetdefiniti; StructureDefinition-cpg-pathwaydefiniti; StructureDefinition-cpg-shareableplandefiniti; StructureDefinition-cpg-directionOfRecommendati; StructureDefinition-cpg-partOf; StructureDefinition-cpg-enabled; StructureDefinition-cpg-computableplandefiniti; StructureDefinition-cpg-publishableplandefiniti; StructureDefinition-cpg-recommendationdefiniti; StructureDefinition-cpg-strategydefiniti; StructureDefinition-cpg-participantCapabilityStatement; StructureDefinition-cpg-workflowdefiniti; StructureDefinition-cpg-procedure; StructureDefinition-cpg-publishablequestionnaire; StructureDefinition-cpg-answerValueSetSource; StructureDefinition-cpg-itemImage; StructureDefinition-cpg-responseImage; StructureDefinition-cpg-shareablequestionnaire; StructureDefinition-cpg-questionnaireresponse; StructureDefinition-cpg-relatedper; StructureDefinition-cpg-strategy; StructureDefinition-cpg-servicerequest; StructureDefinition-cpg-shareablestructuredef; StructureDefinition-cpg-caseFeatureType; StructureDefinition-cpg-caseFeaturePertinence; StructureDefinition-cpg-instantiatesCaseFeature; StructureDefinition-cpg-caseFeatureOf; StructureDefinition-cpg-inferenceExpressi; StructureDefinition-cpg-assertionExpressi; StructureDefinition-cpg-featureExpressi; StructureDefinition-cpg-casefeaturedefiniti; StructureDefinition-cpg-publishablecasefeature; StructureDefinition-cpg-task; StructureDefinition-cpg-enrollmenttask; StructureDefinition-cpg-generatereporttask; StructureDefinition-cpg-dispensemedicationtask; StructureDefinition-cpg-administermedicationtask; StructureDefinition-cpg-documentmedicationtask; StructureDefinition-cpg-pertinent; StructureDefinition-cpg-questionnairetask; StructureDefinition-cpg-proposediagnosistask; StructureDefinition-cpg-recordinferencetask; StructureDefinition-cpg-recorddetectedissuetask; StructureDefinition-cpg-reportflagtask; StructureDefinition-cpg-publishablevalueset; StructureDefinition-cpg-shareablevalueset; StructureDefinition-cpg-computablevalueset; StructureDefinition-cpg-usageWarning; StructureDefinition-cpg-executablevalueset; CapabilityStatement-cpg-common-patient-registry; CodeSystem-cpg-activity-type; CodeSystem-cpg-casefeature-type; CodeSystem-cpg-casefeature-pertinence; CodeSystem-cpg-common-proce; CodeSystem-cpg-recommendation-directi; CodeSystem-cpg-knowledge-capability; CodeSystem-cpg-knowledge-representation-level; OperationDefinition-cpg-plandefinition-apply; OperationDefinition-cpg-careplan-apply; OperationDefinition-cpg-library-evaluate; OperationDefinition-cpg-cql; OperationDefinition-cpg-common-patient-summary; ValueSet-cpg-activity-type; ValueSet-cpg-casefeature-type; ValueSet-cpg-casefeature-pertinence; ValueSet-cpg-recommendation-directi; ValueSet-cpg-knowledge-capability; ValueSet-cpg-knowledge-representation-level; ValueSet-cpg-indicator; ValueSet-cpg-common-persona; ValueSet-cpg-common-proce; GuidanceResponse-am-scenario7
CcaImplementationGuide.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.nz.cca; StructureDefinition-CcaActivityDefiniti; StructureDefinition-CcaPlanDefiniti; StructureDefinition-sact-additional-plan-statu; StructureDefinition-sact-disclaimer; StructureDefinition-sact-administration-site; StructureDefinition-sact-location-medication-collecti; StructureDefinition-sact-off-label; StructureDefinition-sact-plan-instructi; StructureDefinition-sact-regimen-type; StructureDefinition-sact-replaced-by; StructureDefinition-sact-support-factor; StructureDefinition-sact-timing-of-day; StructureDefinition-sact-treatment-intent; ValueSet-cancer-type-code; ValueSet-sact-administration-site-code; ValueSet-sact-location-medication-collection-code; ValueSet-sact-plan-definition-status-code; ValueSet-sact-regimen-code; ValueSet-sact-support-factor-code; ValueSet-sact-support-factor-value-code; ValueSet-sact-treatment-intent-code; CodeSystem-sact-plan-definition-status-code; CodeSystem-sact-regimen-code; CodeSystem-sact-treatment-intent-code; CapabilityStatement-CcaCapabilityStatement; StructureDefinition-CancerRegimensLM
DaVinciCDex.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core; hl7.fhir.us.davinci-hrex,ig-r4; ImplementationGuide-hl7.fhir.us.davinci-cdex; CapabilityStatement-data-source-server; CapabilityStatement-data-source-client; CapabilityStatement-data-consumer-server; CapabilityStatement-data-consumer-client; StructureDefinition-cdex-task-data-request
DigitalGreenCertificateIg.tgz,passed,hl7.fhir.r4.core; hl7.fhir.uv.ips,ig-r4; ImplementationGuide-hl7.eu.fhir.dgc; StructureDefinition-vaccinationCertificate; StructureDefinition-vaccinationCertificateBc; StructureDefinition-vaccinationCertificatePv; ConceptMap-Covid19VaccinesSnomedToICD11Map; Organization-org-example-it; ValueSet-icd11-vaccines-covid-19; StructureDefinition-Binary-qr-dgc; ValueSet-covid-19-lab-result; StructureDefinition-Immunization-dgc; ValueSet-sct-vaccines-covid-19; StructureDefinition-Composition-dgc; StructureDefinition-ImmunizationRecommendation-dgc; ValueSet-covid-19-lab-test-manufacturer-and-name; ValueSet-covid-19-lab-method; StructureDefinition-Patient-dgc; ValueSet-loinc-tests-covid-19; ValueSet-vaccines-covid-19-auth-holder; ConceptMap-who2eu-svc; StructureDefinition-Location-dgc; StructureDefinition-CovidTestCertificate; ValueSet-npu-covid-19-non-rapid-test; ValueSet-vaccines-covid-19-name; ValueSet-atc-vaccines-covid-19; StructureDefinition-Observation-dgc; ConceptMap-Covid19LabTestsNPUToLOINCMap; StructureDefinition-Bundle-dgc; ValueSet-vaccines-covid-19; ValueSet-covid-19-disease; ValueSet-npu-covid-19-rapid-test
hl7.cda.template.tgz,passed,fhir.base.template,-list; README.md; gitignor
USCoreR4Validator.tgz,missing index.json,,
cqf.fhir.content.template.tgz,passed,cqf.fhir.template,-list; README.md
NewZealandNorthernRegionImplementationGuide.tgz,passed,hl7.fhir.r4.core; hl7.org.nz.base,ig-r4; ImplementationGuide-hl7.org.nz.northernregi; StructureDefinition-HaOrganizati; StructureDefinition-HaPatient; StructureDefinition-HaPractitioner; StructureDefinition-authorizedByPatient; StructureDefinition-validatedByPatient; CapabilityStatement-HaCapabilityStatement; Bundle-bundleQuerie; StructureDefinition-HaDiagnosticReportLM; StructureDefinition-HaLabObservationLM; StructureDefinition-HaLocationLM; StructureDefinition-HaOrganizationLM; StructureDefinition-HaPatientLM; StructureDefinition-HaPractitionerLM; StructureDefinition-HaPractitionerRoleLM
MinimalCommonOncologyDataElements.tgz,passed,hl7.fhir.r4.core; hl7.fhir.us.core,ig-r4; ImplementationGuide-hl7.fhir.us.mcode; StructureDefinition-mcode-body-structure-identifier; StructureDefinition-mcode-brachytherapy-treatment-phase; StructureDefinition-mcode-cancer-disease-statu; StructureDefinition-mcode-cancer-genetic-variant; StructureDefinition-mcode-cancer-genomics-report; StructureDefinition-mcode-cancer-patient; StructureDefinition-mcode-cancer-related-medication-administrati; StructureDefinition-mcode-cancer-related-medication-request; StructureDefinition-mcode-cancer-related-surgical-procedure; StructureDefinition-mcode-cancer-stage-group; StructureDefinition-mcode-comorbidities-elixhauser; StructureDefinition-mcode-comorbidities-parent; StructureDefinition-mcode-ecog-performance-statu; StructureDefinition-mcode-genetic-specime; StructureDefinition-mcode-genomic-region-studied; StructureDefinition-mcode-karnofsky-performance-statu; StructureDefinition-mcode-patient-bundle; StructureDefinition-mcode-patient-group; StructureDefinition-mcode-primary-cancer-conditi; StructureDefinition-mcode-radiotherapy-course-summary; StructureDefinition-mcode-radiotherapy-volume; StructureDefinition-mcode-secondary-cancer-conditi; StructureDefinition-mcode-tnm-distant-metastases-category; StructureDefinition-mcode-tnm-primary-tumor-category; StructureDefinition-mcode-tnm-regional-nodes-category; StructureDefinition-mcode-teleradiotherapy-treatment-phase; StructureDefinition-mcode-tumor; StructureDefinition-mcode-tumor-marker-test; StructureDefinition-mcode-tumor-size; StructureDefinition-mcode-tumor-specime; StructureDefinition-mcode-comorbid-condition-code; StructureDefinition-mcode-comorbid-condition-reference; StructureDefinition-mcode-condition-related; StructureDefinition-mcode-evidence-type; StructureDefinition-mcode-histology-morphology-behavior; StructureDefinition-mcode-location-qualifier; StructureDefinition-mcode-radiotherapy-dose-delivered-to-volume; StructureDefinition-mcode-radiotherapy-fractions-delivered; StructureDefinition-mcode-radiotherapy-modality; StructureDefinition-mcode-radiotherapy-sessi; StructureDefinition-mcode-radiotherapy-technique; StructureDefinition-mcode-treatment-intent; StructureDefinition-mcode-treatment-termination-rea; ValueSet-mcode-location-qualifier-v; ValueSet-mcode-brachytherapy-modality-v; ValueSet-mcode-brachytherapy-technique-v; ValueSet-mcode-cancer-body-location-v; ValueSet-mcode-cancer-disease-status-evidence-type-v; ValueSet-mcode-cancer-disorder-v; ValueSet-mcode-cancer-related-surgical-procedure-v; ValueSet-mcode-cancer-stage-group-v; ValueSet-mcode-cancer-staging-system-v; ValueSet-mcode-clinvar-v; ValueSet-mcode-condition-status-trend-v; ValueSet-mcode-dna-change-type-v; ValueSet-elixhauser-aids-v; ValueSet-elixhauser-alcohol-abuse-v; ValueSet-elixhauser-blood-loss-anemia-v; ValueSet-elixhauser-cancer-leukemia-v; ValueSet-elixhauser-cancer-lymphoma-v; ValueSet-elixhauser-cancer-metastatic-v; ValueSet-elixhauser-cancer-solid-tumor-in-situ-v; ValueSet-elixhauser-cancer-solid-tumor-malignant-v; ValueSet-elixhauser-cerebrovascular-disease-v; ValueSet-elixhauser-chronic-pulmonary-disease-v; ValueSet-elixhauser-coagulation-deficiency-v; ValueSet-elixhauser-congestive-heart-failure-v; ValueSet-elixhauser-deficiency-anemia-v; ValueSet-elixhauser-dementia-v; ValueSet-elixhauser-depression-v; ValueSet-elixhauser-diabetes-complicated-v; ValueSet-elixhauser-diabetes-uncomplicated-v; ValueSet-elixhauser-drug-abuse-v; ValueSet-elixhauser-hypertension-complicated-v; ValueSet-elixhauser-hypertension-uncomplicated-v; ValueSet-elixhauser-hypothyroidism-v; ValueSet-elixhauser-liver-disease-mild-v; ValueSet-elixhauser-liver-disease-severe-v; ValueSet-elixhauser-neurological-movement-disorder-v; ValueSet-elixhauser-neurological-seizure-disorder-v; ValueSet-elixhauser-obesity-v; ValueSet-elixhauser-other-neurological-v; ValueSet-elixhauser-other-thyroid-disorder-v; ValueSet-elixhauser-paralysis-v; ValueSet-elixhauser-peripheral-vascular-disease-v; ValueSet-elixhauser-psychosis-v; ValueSet-elixhauser-pulmonary-circulation-disorder-v; ValueSet-elixhauser-renal-failure-moderate-v; ValueSet-elixhauser-renal-failure-severe-v; ValueSet-elixhauser-rheumatoid-arthritis-v; ValueSet-elixhauser-ulcer-v; ValueSet-elixhauser-valvular-disease-v; ValueSet-elixhauser-weight-loss-v; ValueSet-mcode-genetic-specimen-type-v; ValueSet-mcode-hgnc-v; ValueSet-mcode-hgvs-v; ValueSet-mcode-histology-morphology-behavior-v; ValueSet-mcode-observation-codes-distant-metastases-v; ValueSet-mcode-observation-codes-primary-tumor-v; ValueSet-mcode-observation-codes-regional-nodes-v; ValueSet-mcode-observation-codes-stage-group-v; ValueSet-mcode-present-absent-unknow; ValueSet-mcode-primary-or-uncertain-behavior-cancer-disorder-v; ValueSet-mcode-radiotherapy-modality-v; ValueSet-mcode-radiotherapy-technique-v; ValueSet-mcode-radiotherapy-treatment-location-qualifier-v; ValueSet-mcode-radiotherapy-treatment-location-v; ValueSet-mcode-radiotherapy-volume-type-v; ValueSet-mcode-secondary-cancer-disorder-v; ValueSet-mcode-tnm-distant-metastases-category-v; ValueSet-mcode-tnm-primary-tumor-category-v; ValueSet-mcode-tnm-regional-nodes-category-v; ValueSet-mcode-teleradiotherapy-modality-v; ValueSet-mcode-teleradiotherapy-technique-v; ValueSet-mcode-treatment-intent-v; ValueSet-mcode-treatment-termination-reason-v; ValueSet-mcode-tumor-marker-test-v; ValueSet-mcode-tumor-size-method-v; ValueSet-mcode-tumor-size-units-v; CodeSystem-mcode-catch-code-c; CodeSystem-comorbidities-elixhauser-c; CodeSystem-radiotherapy-c; CodeSystem-mcode-resource-identifier-c; OperationDefinition-mcode-patient-everything; CapabilityStatement-mcode-receiver-cancer-conditions-then-patient; CapabilityStatement-mcode-receiver-patient-bundle; CapabilityStatement-mcode-receiver-patients-and-cancer-conditi; CapabilityStatement-mcode-receiver-patients-in-group; CapabilityStatement-mcode-receiver-patients-with-cancer-conditi; CapabilityStatement-mcode-sender-cancer-conditions-then-patient; CapabilityStatement-mcode-sender-patient-bundle; CapabilityStatement-mcode-sender-patients-and-cancer-conditi; CapabilityStatement-mcode-sender-patients-in-group; CapabilityStatement-mcode-sender-patients-with-cancer-conditi
BeVitalinkIG.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.be.fhir.vitalink.ig; StructureDefinition-be-allergyintolerance; StructureDefinition-be-practitionerrole; StructureDefinition-be-patient; StructureDefinition-be-practitioner; StructureDefinition-vitalink-practitioner; StructureDefinition-vitalink-practitionerrole; StructureDefinition-vitalink-allergyintolerance; StructureDefinition-vitalink-patient
municipalityTools.tgz,passed,hl7.fhir.r4.core; dk.fhir.ig.kl.common.caresocial; dk.fhir.ig.dk-core,ig-r4; ImplementationGuide-dk.fhir.ig.kl.tools.care; StructureDefinition-KLToolsCare6minwalk; StructureDefinition-KLToolsCareBloodPressure; StructureDefinition-KLToolsCareBodyHeight; StructureDefinition-KLToolsCareBodyTemperature; StructureDefinition-KLToolsCareBodyWeight; StructureDefinition-KLToolsCareConsciousne; StructureDefinition-KLToolsCareEQ5DObservationActivity; StructureDefinition-KLToolsCareEQ5DObservationAnxiety; StructureDefinition-KLToolsCareEQ5DObservationHygiene; StructureDefinition-KLToolsCareEQ5DObservationMobility; StructureDefinition-KLToolsCareEQ5DObservationPai; StructureDefinition-KLToolsCareHeartRate; StructureDefinition-KLToolsCareOxygenSaturati; StructureDefinition-KLToolsCarePainVAS; StructureDefinition-KLToolsCarePainVRS; StructureDefinition-KLToolsCareRSS; StructureDefinition-KLToolsCareRespirationRate; StructureDefinition-KLToolsCareUrinStix; StructureDefinition-KLToolsQuestionnaire; StructureDefinition-KLToolsQuestionnaireResponse; StructureDefinition-KLToolsWHO5ObservationActive3; StructureDefinition-KLToolsWHO5ObservationCalm2; StructureDefinition-KLToolsWHO5ObservationHappy1; StructureDefinition-KLToolsWHO5ObservationInterest5; StructureDefinition-KLToolsWHO5ObservationRested4; StructureDefinition-AssociatedConditi; StructureDefinition-FindingInformer; StructureDefinition-Technique; ValueSet-BodyTemperatureSCTObservable; ValueSet-BodyheightSCTobservable; ValueSet-BodyweightSCTobservable; ValueSet-ConsciousnessCode; ValueSet-ConsciousnessSCTFinding; ValueSet-DiastolicBloodPressureSCTObservable; ValueSet-EQ5DSCTfindingsActivity; ValueSet-EQ5DSCTfindingsAnxiety; ValueSet-EQ5DSCTfindingsHygiene; ValueSet-EQ5DSCTfindingsMobility; ValueSet-EQ5DSCTfindingsPai; ValueSet-EQ5Dactivity; ValueSet-EQ5Danxiety; ValueSet-EQ5Dhygiene; ValueSet-EQ5Dmobility; ValueSet-EQ5Dpai; ValueSet-FindingInformerCode; ValueSet-HeartRateSCTobservable; ValueSet-KLToolsItemObservationCode; ValueSet-KLtechniquesCode; ValueSet-NPUUrinStix; ValueSet-OxygenSaturationSCTobservable; ValueSet-RespirationRateSCTObservable; ValueSet-SCTUrinStix; ValueSet-SystolicBloodPressureSCTObservable; ValueSet-TechniqesSCTCode; ValueSet-VRSSCTfindingsPai; ValueSet-VRSpai; ValueSet-WHO5AnswerCodesActive; ValueSet-WHO5AnswerCodesActiveSDS; ValueSet-WHO5AnswerCodesCalm; ValueSet-WHO5AnswerCodesCalmSDS; ValueSet-WHO5AnswerCodesHappy; ValueSet-WHO5AnswerCodesHappySDS; ValueSet-WHO5AnswerCodesInterest; ValueSet-WHO5AnswerCodesInterestSDS; ValueSet-WHO5AnswerCodesRested; ValueSet-WHO5AnswerCodesRestedSDS; ValueSet-WHO5SCTfinding; ValueSet-WHO5SCTfindingsActive3; ValueSet-WHO5SCTfindingsCalm2; ValueSet-WHO5SCTfindingsHappy1; ValueSet-WHO5SCTfindingsInterest5; ValueSet-WHO5SCTfindingsRested4; CodeSystem-KLToolsCode; CodeSystem-SDSCode; Questionnaire-KLToolsCareEQ5D; Questionnaire-KLToolsCareWHO-5
CACore.tgz,passed,hl7.fhir.r4.core,ig-r4; ImplementationGuide-hl7.fhir.ca.core; StructureDefinition-profile-encounter; StructureDefinition-ext-dataabsentrea; StructureDefinition-ext-aboriginalidentitygroup; StructureDefinition-profile-medicationdispense; StructureDefinition-profile-practitionerrole; StructureDefinition-profile-observation-result; StructureDefinition-profile-medicationadministrati; StructureDefinition-ext-deceased; StructureDefinition-ext-aboriginalidentityindicator; StructureDefinition-profile-observati; StructureDefinition-profile-device; StructureDefinition-ext-identifierversi; StructureDefinition-profile-procedure; StructureDefinition-profile-conditi; StructureDefinition-profile-smokingstatu; StructureDefinition-ext-rolestatu; StructureDefinition-ext-dateestimated; StructureDefinition-profile-medicationrequest; StructureDefinition-profile-practitioner-registry; StructureDefinition-profile-medicationstatement; StructureDefinition-profile-immunizationrecommendati; StructureDefinition-profile-diagnosticreport; StructureDefinition-profile-patient; StructureDefinition-profile-organizationaffiliati; StructureDefinition-profile-allergyintolerance; StructureDefinition-ext-nofixedaddre; StructureDefinition-ext-ethnicity; StructureDefinition-profile-immunizati; StructureDefinition-profile-diagnosticreportnote; StructureDefinition-profile-practitioner; StructureDefinition-ext-servicelanguage; StructureDefinition-profile-locati; StructureDefinition-profile-practitionerrole-registry; StructureDefinition-profile-servicerequest; StructureDefinition-ext-statusrea; StructureDefinition-profile-documentreference; StructureDefinition-profile-goal; StructureDefinition-profile-organizati; StructureDefinition-ext-patientbirthsex; StructureDefinition-profile-medicati; ValueSet-birthsex; ValueSet-vaccinecode; ValueSet-prescriptiondrugform; ValueSet-ethnicitycode; ValueSet-prescriptionmedicinalproduct; ValueSet-encountertype; CodeSystem-aboriginalidentitytype; ValueSet-healthconcerncode; ValueSet-aboriginalidentitygroup; ValueSet-aboriginalidentityindicator
