resource,count
StructureDefinition-ncdhc-organisati,1
StructureDefinition-ncdhc-patient-child,1
StructureDefinition-ncdhc-patient-expectant-mother,1
StructureDefinition-ncdhc-practitioner,1
StructureDefinition-ncdhc-practitioner-role,1
StructureDefinition-ncdhc-questionnaire-base,1
StructureDefinition-ncdhc-observation-head-fontanelles-exam,1
StructureDefinition-ncdhc-observation-gravida,1
StructureDefinition-ncdhc-bundle-edb-document,1
StructureDefinition-ncdhc-composition-document-nb-examinati,1
StructureDefinition-ncdhc-composition-document-consumer-entered-encounter,1
StructureDefinition-ncdhc-composition-document-consumer-entered-milestone,1
StructureDefinition-ncdhc-composition-document-edb,1
StructureDefinition-ncdhc-composition-document-fh-rf-consumer,1
StructureDefinition-ncdhc-composition-document-nb-bloodspot-scree,1
StructureDefinition-ncdhc-composition-document-nb-discharge,1
StructureDefinition-ncdhc-composition-document-nb-hearing-scree,1
StructureDefinition-ncdhc-composition-document-child-presented-in-ed,1
StructureDefinition-ncdhc-composition-document-parental-observati,1
StructureDefinition-ncdhc-composition-document-preg-issues-pla,1
StructureDefinition-ncdhc-composition-document-preg-management-pla,1
StructureDefinition-ncdhc-composition-document-pregnancy-history,1
StructureDefinition-ncdhc-composition-document-pregnancy-outcome,1
StructureDefinition-ncdhc-condition-pregnancy-complicati,1
StructureDefinition-ncdhc-composition-document-clinical-observati,1
StructureDefinition-ncdhc-composition-consumer-document-base,1
StructureDefinition-ncdhc-encounter-cdhr,1
StructureDefinition-ncdhc-bundle-parental-observation-document,1
StructureDefinition-ncdhc-bundle-fh-rf-consumer-entered-document,1
StructureDefinition-ncdhc-bundle-hearing-screen-document,1
StructureDefinition-ncdhc-bundle-newborn-bloodspot-screen-document,1
StructureDefinition-ncdhc-bundle-newborn-discharge-document,1
StructureDefinition-ncdhc-bundle-newborn-exam-document,1
StructureDefinition-ncdhc-bundle-newborn-hearing-screen-document,1
StructureDefinition-ncdhc-bundle-preg-issues-plan-document,1
StructureDefinition-ncdhc-composition-clinical-document-base,1
StructureDefinition-ncdhc-bundle-preg-management-plan-document,1
StructureDefinition-ncdhc-bundle-pregnancy-history-document,1
StructureDefinition-ncdhc-bundle-pregnancy-outcome-document,1
StructureDefinition-ncdhc-care-team,1
StructureDefinition-ncdhc-careplan-pregnancy-complicati,1
StructureDefinition-ncdhc-careplan-pregnancy-management-pla,1
StructureDefinition-ncdhc-consent-pregnancy-management-pla,1
StructureDefinition-ncdhc-encounter-consumer-entered,1
StructureDefinition-ncdhc-observation-gestation-age,1
StructureDefinition-ncdhc-observation-eyes-exam,1
StructureDefinition-ncdhc-observation-ears-exam,1
StructureDefinition-ncdhc-observation-edb,1
StructureDefinition-ncdhc-observation-edb-by-clinical-examinati,1
StructureDefinition-ncdhc-observation-edb-consistent-lmp-u,1
ActivityDefinition-activitydefinition-anc-120mg-daily-elemental-ir,1
ActivityDefinition-activitydefinition-anc-30mg-60mg-daily-elemental-ir,1
StructureDefinition-ncdhc-observation-eyes-monocularly-tested,1
StructureDefinition-ncdhc-observation-diognosi,1
StructureDefinition-ncdhc-observation-feeding-method,1
StructureDefinition-ncdhc-observation-feeding-statu,1
StructureDefinition-ncdhc-observation-femoral-pulses-exam,1
StructureDefinition-ncdhc-observation-fontanelles-and-sutures-assessment,1
StructureDefinition-ncdhc-observation-gait-assessment,1
StructureDefinition-ncdhc-observation-genitalia-exam,1
StructureDefinition-ncdhc-observation-duration-of-labour,1
StructureDefinition-ncdhc-observation-deworming-assesment,1
StructureDefinition-ncdhc-encounter-dphr,1
StructureDefinition-ncdhc-observation-breastfeeding-time-concepti,1
StructureDefinition-ncdhc-family-member-history-consumer-entered,1
StructureDefinition-ncdhc-medication-statement-analgesia-use,1
StructureDefinition-ncdhc-observation-abdomen-exam,1
StructureDefinition-ncdhc-observation-anus-exam,1
StructureDefinition-ncdhc-observation-audiologist-referral-indicati,1
StructureDefinition-ncdhc-observation-biological-sex-at-birth,1
StructureDefinition-ncdhc-observation-cardiovascular-heart-exam,1
StructureDefinition-ncdhc-observation-devolopement-assessement,1
StructureDefinition-ncdhc-observation-childhood-milestone,1
StructureDefinition-ncdhc-observation-clinical-base,1
StructureDefinition-ncdhc-observation-comment,1
StructureDefinition-ncdhc-observation-complaint-or-issue,1
StructureDefinition-ncdhc-observation-consumer-base,1
StructureDefinition-ncdhc-observation-date-of-fetal-l,1
StructureDefinition-immds-immunizationrecommendati,1
StructureDefinition-immds-immunizationevaluati,1
StructureDefinition-immds-immunizati,1
StructureDefinition-dental-servicerequest,1
StructureDefinition-dental-bundle,1
StructureDefinition-dental-communicati,1
StructureDefinition-dental-conditi,1
StructureDefinition-dental-consult-note,1
StructureDefinition-dental-finding,1
StructureDefinition-dental-referral-note,1
StructureDefinition-deploymentepisode,1
StructureDefinition-deliverymethod,1
StructureDefinition-device-instance,1
StructureDefinition-devicedefinition-uv-livd,1
StructureDefinition-diagnostic-implicati,1
StructureDefinition-diagnostic-report,1
StructureDefinition-diagnosticReport-risk,1
StructureDefinition-disability-statu,1
StructureDefinition-demand-for-care-stated-by-patient-or-third-party,1
StructureDefinition-delivery-method,1
StructureDefinition-distribution-range,1
StructureDefinition-cpg-workflowdefiniti,1
StructureDefinition-cpg-summaryFor,1
StructureDefinition-cpg-task,1
StructureDefinition-cpg-testcasebundle,1
StructureDefinition-cpg-title,1
StructureDefinition-cpg-topic,1
StructureDefinition-cpg-usageWarning,1
StructureDefinition-ctc-adverse-event,1
StructureDefinition-death-date,1
StructureDefinition-ctcae-grade,1
StructureDefinition-current-occupati,1
StructureDefinition-cvd19-cv-measure,1
StructureDefinition-date-determined-extensi,1
StructureDefinition-date-recorded-extensi,1
StructureDefinition-dateTime,1
StructureDefinition-distance-from-landmark-extensi,1
StructureDefinition-dk-core-RegionalSubDivisionCode,1
StructureDefinition-cpg-strategydefiniti,1
StructureDefinition-ersd-specification-bundle,1
StructureDefinition-eicr-servicerequest,1
StructureDefinition-eicr-trigger-code-flag-extensi,1
StructureDefinition-encounter-family-doctor,1
StructureDefinition-encounter-outpatient,1
StructureDefinition-endpoint-usecase,1
StructureDefinition-ersd-plandefiniti,1
StructureDefinition-ersd-supplemental-bundle,1
StructureDefinition-eicr-initiation-reason-extensi,1
StructureDefinition-esam-id,1
StructureDefinition-estimatedage,1
StructureDefinition-ethnicity,1
StructureDefinition-exacerbating-factor-extensi,1
StructureDefinition-explanationofbenefit-medicare,1
StructureDefinition-exposure-risk,1
StructureDefinition-eicr-initiation-type-extensi,1
StructureDefinition-eicr-document-bundle,1
StructureDefinition-dk-core-authorization-identifier,1
StructureDefinition-dtr-questionnaireresponse-r4,1
StructureDefinition-dk-core-cpr-identifier,1
StructureDefinition-dk-core-municipalityCode,1
StructureDefinition-dk-core-patient,1
StructureDefinition-dk-core-sor-identifier,1
StructureDefinition-domain-unit,1
StructureDefinition-dtr-questionnaire-r4,1
StructureDefinition-dtr-task-r4,1
StructureDefinition-eicr-conditi,1
StructureDefinition-duration-extensi,1
StructureDefinition-ecr-message-bundle,1
StructureDefinition-ecr-messageheader,1
StructureDefinition-ecr-task,1
StructureDefinition-edi-addre,1
StructureDefinition-eicr-compositi,1
StructureDefinition-cpg-summaryDefinitionFor,1
StructureDefinition-cpg-strategy,1
StructureDefinition-ihe-sourceId,1
StructureDefinition-cpg-pertinent,1
StructureDefinition-cpg-ordersetdefiniti,1
StructureDefinition-cpg-organizati,1
StructureDefinition-cpg-partOf,1
StructureDefinition-cpg-participantCapabilityStatement,1
StructureDefinition-cpg-pathwaydefiniti,1
StructureDefinition-cpg-patient,1
StructureDefinition-cpg-planFor,1
StructureDefinition-cpg-metricreport,1
StructureDefinition-cpg-practitioner,1
StructureDefinition-cpg-practitionerrole,1
StructureDefinition-cpg-practitionerroledefiniti,1
StructureDefinition-cpg-procedure,1
StructureDefinition-cpg-proposediagnosisactivity,1
StructureDefinition-cpg-proposediagnosistask,1
StructureDefinition-cpg-observati,1
StructureDefinition-cpg-medicationstatement,1
StructureDefinition-cpg-publishablecasefeature,1
StructureDefinition-cpg-itemImage,1
StructureDefinition-cpg-immunizationactivity,1
StructureDefinition-cpg-immunizationrecommendati,1
StructureDefinition-cpg-impressionFor,1
StructureDefinition-cpg-inferenceExpressi,1
StructureDefinition-cpg-instantiatesCaseFeature,1
StructureDefinition-cpg-isUnenrollment,1
StructureDefinition-cpg-knowledgeCapability,1
StructureDefinition-cpg-medicationrequestactivity,1
StructureDefinition-cpg-knowledgeRepresentationLevel,1
StructureDefinition-cpg-locati,1
StructureDefinition-cpg-locationdefiniti,1
StructureDefinition-cpg-medicationadministrati,1
StructureDefinition-cpg-medicationdispense,1
StructureDefinition-cpg-medicationrequest,1
StructureDefinition-cpg-publishableactivity,1
StructureDefinition-cpg-publishablecodesystem,1
StructureDefinition-cpg-shareablevalueset,1
StructureDefinition-cpg-shareablecodesystem,1
StructureDefinition-cpg-reportflagtask,1
StructureDefinition-cpg-responseImage,1
StructureDefinition-cpg-reviewer,1
StructureDefinition-cpg-servicerequest,1
StructureDefinition-cpg-servicerequestactivity,1
StructureDefinition-cpg-shareableactivitydefiniti,1
StructureDefinition-cpg-shareablegraphdefiniti,1
StructureDefinition-cpg-reportWith,1
StructureDefinition-cpg-shareableig,1
StructureDefinition-cpg-shareablelibrary,1
StructureDefinition-cpg-shareablemetric,1
StructureDefinition-cpg-shareableplandefiniti,1
StructureDefinition-cpg-shareablequestionnaire,1
StructureDefinition-cpg-shareablestructuredef,1
StructureDefinition-cpg-reportflagactivity,1
StructureDefinition-cpg-relatedper,1
StructureDefinition-cpg-publishablegraphdefiniti,1
StructureDefinition-cpg-questionnaireresponse,1
StructureDefinition-cpg-publishableguideline,1
StructureDefinition-cpg-publishablelibrary,1
StructureDefinition-cpg-publishablemetric,1
StructureDefinition-cpg-publishableplandefiniti,1
StructureDefinition-cpg-publishablequestionnaire,1
StructureDefinition-cpg-publishablevalueset,1
StructureDefinition-cpg-questionnairetask,1
StructureDefinition-cpg-relatedArtifact,1
StructureDefinition-cpg-rationale,1
StructureDefinition-cpg-recommendationdefiniti,1
StructureDefinition-cpg-recorddetectedissueactivity,1
StructureDefinition-cpg-recorddetectedissuetask,1
StructureDefinition-cpg-recordinferenceactivity,1
StructureDefinition-cpg-recordinferencetask,1
StructureDefinition-ext-analyte,1
StructureDefinition-ext-asyncIndicator,1
StructureDefinition-ext-attributedProvider,1
StructureDefinition-heartRate,1
StructureDefinition-hai-single-person-report-questionnaire,1
StructureDefinition-hai-single-person-report-questionnaireresponse,1
StructureDefinition-haplotype,1
StructureDefinition-head-occipital-frontal-circumference-percentile,1
StructureDefinition-headcircum,1
StructureDefinition-health-payment,1
StructureDefinition-heartrate,1
StructureDefinition-hai-population-summary-questionnaire,1
StructureDefinition-hepatitis-b-1-immunizati,1
StructureDefinition-hepatitis-b-2-immunizati,1
StructureDefinition-hepatitis-b-3-immunizati,1
StructureDefinition-hepatitis-b-test,1
StructureDefinition-hepatitis-c-test,1
StructureDefinition-highlight-conditi,1
StructureDefinition-hai-population-summary-questionnaireresponse,1
StructureDefinition-grouper,1
StructureDefinition-hiv-arv-carepla,1
StructureDefinition-flacc-pain-assessment-scale,1
StructureDefinition-extension-timingdeliverypatter,1
StructureDefinition-factor,1
StructureDefinition-family-doctor-contract,1
StructureDefinition-family-doctor-contract-team,1
StructureDefinition-family-doctor-service-request,1
StructureDefinition-finding,1
StructureDefinition-flag-air-1,1
StructureDefinition-gp-practice-enrollment-date,1
StructureDefinition-flu-immunizati,1
StructureDefinition-funded-programme,1
StructureDefinition-genomics-base,1
StructureDefinition-genomics-report,1
StructureDefinition-genotype,1
StructureDefinition-gestational-age-ultrasound,1
StructureDefinition-historical-indicator-extensi,1
StructureDefinition-hiv-cd4-observati,1
StructureDefinition-ext-authorSignature,1
StructureDefinition-ihe-intendedRecipient,1
StructureDefinition-ihe-acdc-questionnaire,1
StructureDefinition-ihe-acdc-questionnaireresponse,1
StructureDefinition-ihe-acdc-reportassessment-auditevent,1
StructureDefinition-ihe-acdc-requestassessment-auditevent,1
StructureDefinition-ihe-authorOrg,1
StructureDefinition-ihe-designationType,1
StructureDefinition-ihe-pharm-ext-administeredProduct,1
StructureDefinition-ihe-acdc-contained-questionnairereference,1
StructureDefinition-ihe-pharm-ext-medication-category,1
StructureDefinition-ihe-pharm-ext-vaccination-locati,1
StructureDefinition-ihe-pharm-ext-vaccination-originalorder,1
StructureDefinition-ihe-pharm-model-vaccinati,1
StructureDefinition-ihe-pharm-vaccinati,1
StructureDefinition-ihe-pharm-vaccine-medicati,1
StructureDefinition-ihe-acdc-queryartifact-auditevent,1
StructureDefinition-iaboratory-report,1
StructureDefinition-hiv-conditi,1
StructureDefinition-hl7-pharmacy-medstatement-recommended,1
StructureDefinition-hiv-patient,1
StructureDefinition-hiv-recency-result,1
StructureDefinition-hiv-risk-factor,1
StructureDefinition-hiv-specime,1
StructureDefinition-hiv-test,1
StructureDefinition-hiv-viral-load,1
StructureDefinition-hrex-coverage,1
StructureDefinition-hrex-task-data-request,1
StructureDefinition-hrex-organizati,1
StructureDefinition-hrex-parameters-member-match-i,1
StructureDefinition-hrex-parameters-member-match-out,1
StructureDefinition-hrex-practitioner,1
StructureDefinition-hrex-practitionerrole,1
StructureDefinition-hrex-provenance,1
StructureDefinition-extension-timingcalendarpatter,1
StructureDefinition-extension-serviceItemRequestType,1
StructureDefinition-extension-sec-label-related-artifact,1
StructureDefinition-extINN,1
StructureDefinition-extActionType,1
StructureDefinition-extAdditionalInformati,1
StructureDefinition-extApplicationNumber,1
StructureDefinition-extApplicationType,1
StructureDefinition-extCAS,1
StructureDefinition-extCoCode,1
StructureDefinition-extIUPACName,1
StructureDefinition-ext-vendorReferenceIdentifier,1
StructureDefinition-extInterpCode,1
StructureDefinition-extOriginalText,1
StructureDefinition-extRelativeRetentionTime,1
StructureDefinition-extSpecificationStatu,1
StructureDefinition-extTestMethodOrigi,1
StructureDefinition-extTestOrder,1
StructureDefinition-extAcTestUsage,1
StructureDefinition-ext-us-ph-namedEventType,1
StructureDefinition-extension-sec-label-classifier,1
StructureDefinition-ext-findRisc-device,1
StructureDefinition-ext-changeType,1
StructureDefinition-ext-contractValidityPeriod,1
StructureDefinition-ext-coverageReference,1
StructureDefinition-ext-dataEncrypted,1
StructureDefinition-ext-device,1
StructureDefinition-ext-expectedResponseTime,1
StructureDefinition-ext-insurance,1
StructureDefinition-ext-specimen-collection-place,1
StructureDefinition-ext-insuranceProductType,1
StructureDefinition-ext-messageProcessingCategory,1
StructureDefinition-ext-myExtensi,1
StructureDefinition-ext-receiverAddre,1
StructureDefinition-ext-regi,1
StructureDefinition-ext-responseMessageStatu,1
StructureDefinition-extUSAN,1
StructureDefinition-extension-administeredproduct,1
StructureDefinition-extension-administrationReferenceNumber,1
StructureDefinition-extension-nursingHomeResidentialStatu,1
StructureDefinition-extension-itemPreAuthPeriod,1
StructureDefinition-extension-itemTraceNumber,1
StructureDefinition-extension-levelOfServiceCode,1
StructureDefinition-extension-militaryStatu,1
StructureDefinition-extension-must-display,1
StructureDefinition-extension-nursingHomeLevelOfCare,1
StructureDefinition-extension-patientStatu,1
StructureDefinition-extension-authorizationNumber,1
StructureDefinition-extension-productOrServiceCodeEnd,1
StructureDefinition-extension-requestedService,1
StructureDefinition-extension-revenueUnitRateLimit,1
StructureDefinition-extension-reviewActi,1
StructureDefinition-extension-reviewActionCode,1
StructureDefinition-extension-sec-label-basi,1
StructureDefinition-extension-itemPreAuthIssueDate,1
StructureDefinition-extension-itemAuthorizedProvider,1
StructureDefinition-extension-itemAuthorizedDetail,1
StructureDefinition-extension-itemAuthorizedDate,1
StructureDefinition-extension-inline-sec-label,1
StructureDefinition-extension-infoChanged,1
StructureDefinition-extension-identifierSubDepartment,1
StructureDefinition-extension-has-inline-sec-label,1
StructureDefinition-extension-errorFollowupActi,1
StructureDefinition-extension-errorElement,1
StructureDefinition-extension-epsdtIndicator,1
StructureDefinition-extension-donationdecisi,1
StructureDefinition-extension-diagnosisRecordedDate,1
StructureDefinition-extension-dateinitialregistrati,1
StructureDefinition-extension-contentModifier,1
StructureDefinition-extension-communicatedDiagnosi,1
StructureDefinition-extension-certificationType,1
StructureDefinition-anc-b-10-6-de9,1
StructureDefinition-anc-b-10-6-de8,1
StructureDefinition-anc-b-10-6-de7,1
StructureDefinition-BSeR-ReferralMessageBundle,1
StructureDefinition-BSeR-PatientConsent,1
StructureDefinition-BSeR-Practitioner,1
StructureDefinition-BSeR-ReferralActivityStatu,1
StructureDefinition-BSeR-ReferralFeedbackCompositi,1
StructureDefinition-BSeR-ReferralFeedbackDocumentBundle,1
StructureDefinition-BSeR-ReferralInitiatorPractitionerRole,1
StructureDefinition-BSeR-ReferralMessageHeader,1
StructureDefinition-BSeR-Organizati,1
StructureDefinition-BSeR-ReferralRecipientPractitionerRole,1
StructureDefinition-BSeR-ReferralRequestCompositi,1
StructureDefinition-BSeR-ReferralRequestDocumentBundle,1
StructureDefinition-BSeR-ReferralServiceRequest,1
StructureDefinition-BSeR-ReferralTask,1
StructureDefinition-BSeR-ServiceDeliveryLocati,1
StructureDefinition-BSeR-ParticipationFeedbackObservati,1
StructureDefinition-BSeR-ObesityReferralSupportingInformati,1
StructureDefinition-BSeR-TobaccoUseCessationFeedbackMedicati,1
StructureDefinition-BSeR-EarlyChildhoodNutritionObservati,1
StructureDefinition-BSeR-ChildhoodNutritionReferralFeedbackSupportingInformati,1
StructureDefinition-BSeR-Coverage,1
StructureDefinition-BSeR-DiabetesPreventionReferralFeedbackSupportingInformati,1
StructureDefinition-BSeR-DiabetesPreventionReferralSupportingInformati,1
StructureDefinition-BSeR-Diagnosi,1
StructureDefinition-BSeR-EarlyChildhoodNutritionFeedbackObservati,1
StructureDefinition-BSeR-EarlyChildhoodNutritionReferralSupportingInformati,1
StructureDefinition-BSeR-ObesityReferralFeedbackSupportingInformati,1
StructureDefinition-BSeR-EducationLevel,1
StructureDefinition-BSeR-HA1C-Observati,1
StructureDefinition-BSeR-HypertensionReferralFeedbackSupportingInformati,1
StructureDefinition-BSeR-HypertensionReferralSupportingInformati,1
StructureDefinition-BSeR-MedicationStatement,1
StructureDefinition-BSeR-NRT-AuthorizationStatu,1
StructureDefinition-BSeR-TelcomCommunicationPreference,1
StructureDefinition-BSeR-TobaccoUseCessationFeedbackObservati,1
StructureDefinition-BSeR-ArthritisReferralFeedbackSupportingInformati,1
StructureDefinition-C4BB-ExplanationOfBenefit-Professional-NonClinicia,1
StructureDefinition-C4BB-Coverage,1
StructureDefinition-C4BB-ExplanationOfBenefit,1
StructureDefinition-C4BB-ExplanationOfBenefit-Inpatient-Institutional,1
StructureDefinition-C4BB-ExplanationOfBenefit-Oral,1
StructureDefinition-C4BB-ExplanationOfBenefit-Outpatient-Institutional,1
StructureDefinition-C4BB-ExplanationOfBenefit-Pharmacy,1
StructureDefinition-C4BB-Organizati,1
StructureDefinition-Bundle-dgc,1
StructureDefinition-C4BB-Patient,1
StructureDefinition-C4BB-Practitioner,1
StructureDefinition-CEQ-subscription-statu,1
StructureDefinition-CEQNotificationBundle,1
StructureDefinition-CEQextensi,1
StructureDefinition-CEQsubscripti,1
StructureDefinition-Bundle-document-bfdr,1
StructureDefinition-BreastRadiologyReport,1
StructureDefinition-BSeR-TobaccoUseCessationReferralFeedbackSupportingInformati,1
StructureDefinition-BodyLandmarkOrientationExt,1
StructureDefinition-BSeR-TobaccoUseCessationReferralSupportingInformati,1
StructureDefinition-BasedOnServiceRequest,1
StructureDefinition-BiRadFragment,1
StructureDefinition-BillingSummary,1
StructureDefinition-Binary-qr-dgc,1
StructureDefinition-BodyLandmarkDescriptionExt,1
StructureDefinition-BodyLocationExt,1
StructureDefinition-BreastRadiologyDocument,1
StructureDefinition-BodyLocationOrientationExt,1
StructureDefinition-BodyLocationQualifierExt,1
StructureDefinition-BodySideExt,1
StructureDefinition-BreastBodyLocationExtensi,1
StructureDefinition-BreastBodyLocationRequiredFragment,1
StructureDefinition-BreastRadiologyCompositi,1
StructureDefinition-BSeR-ArthritisReferralSupportingInformati,1
StructureDefinition-BSeR-ArthritisFeedbackObservati,1
StructureDefinition-CH-ATC.ITI-81.Response,1
ServiceRequest-diagnostic-imaging-basic-example-concreteWithText,1
ServiceRequest-1-tvt,1
ServiceRequest-2-pertussi,1
ServiceRequest-3-gy,1
ServiceRequest-4-sepsi,1
ServiceRequest-5-biol-monit,1
ServiceRequest-diagnostic-imaging-basic-example-concreteWithDetail,1
ServiceRequest-diagnostic-imaging-basic-example-everything-contained,1
SearchParameter-us-core-procedure-statu,1
ServiceRequest-diagnostic-imaging-basic-example-useOfModality,1
ServiceRequest-lab,1
ServiceRequest-laboratory-order-example1,1
ServiceRequest-mom-second-contact,1
ServiceRequest-nursing-compression-therapy-example,1
Slot-OutpatientSlot-example,1
SearchParameter-us-core-race,1
SearchParameter-us-core-procedure-patient,1
Specimen-blood-bactec-plu,1
SearchParameter-us-core-patient-id,1
SearchParameter-us-core-organization-addre,1
SearchParameter-us-core-organization-name,1
SearchParameter-us-core-patient-birthdate,1
SearchParameter-us-core-patient-family,1
SearchParameter-us-core-patient-gender,1
SearchParameter-us-core-patient-give,1
SearchParameter-us-core-patient-identifier,1
SearchParameter-us-core-procedure-date,1
SearchParameter-us-core-patient-name,1
SearchParameter-us-core-practitioner-identifier,1
SearchParameter-us-core-practitioner-name,1
SearchParameter-us-core-practitionerrole-practitioner,1
SearchParameter-us-core-practitionerrole-specialty,1
SearchParameter-us-core-procedure-code,1
Specimen-blood,1
Specimen-blood-coag,1
StructureDefinition-AziendaSanitaria,1
StructureDefinition-Appointment,1
StructureDefinition-Address-it-base,1
StructureDefinition-AdministrativeDivisi,1
StructureDefinition-AllergyIntolerance-FindingFocused,1
StructureDefinition-AllergyIntolerance-SubstanceFocused,1
StructureDefinition-AllergyIntolerance-uv-ip,1
StructureDefinition-AnatomicLocationExt,1
StructureDefinition-Appointment-gk,1
StructureDefinition-AbstractPackagedProduct,1
StructureDefinition-AssociatedConditi,1
StructureDefinition-AssociatedFeature,1
StructureDefinition-AssociatedFeatureFragment,1
StructureDefinition-AssociatedPreconditionExt,1
StructureDefinition-AuthorizationExtensi,1
StructureDefinition-AuthorizedMedicinalProduct,1
StructureDefinition-AccessAuditTrailEvent,1
StructureDefinition-AbstractMedicinalProduct,1
Specimen-cervix-swab,1
StructureDefinition-AbnormalityCalcificati,1
Specimen-lsac,1
Specimen-serum,1
Specimen-throat-swab,1
Specimen-uri,1
StructureDefinition-AbnormalityArchitecturalDistorti,1
StructureDefinition-AbnormalityAsymmetry,1
StructureDefinition-AbnormalityCyst,1
StructureDefinition-AbnormalityMa,1
StructureDefinition-AbnormalityDensity,1
StructureDefinition-AbnormalityDuct,1
StructureDefinition-AbnormalityFatNecrosi,1
StructureDefinition-AbnormalityFibroadenoma,1
StructureDefinition-AbnormalityForeignObject,1
StructureDefinition-AbnormalityLymphNode,1
StructureDefinition-CGRelatedArtifact,1
StructureDefinition-CancerRegimensLM,1
StructureDefinition-Extension-CareConnect-DeathNotificationStatus-1,1
StructureDefinition-Coverage-eu-ehic,1
StructureDefinition-ConsistentWith,1
StructureDefinition-ConsistentWithFragment,1
StructureDefinition-Consultation-Note,1
StructureDefinition-ContattoPersona,1
StructureDefinition-Continuity-of-Care-Document,1
StructureDefinition-CorrespondsWithFragment,1
StructureDefinition-Coverage-it-base,1
StructureDefinition-ConditionLastAssertedDate,1
StructureDefinition-Coverage-principal-payer-for-delivery,1
StructureDefinition-CovidTestCertificate,1
StructureDefinition-DataEntererExtensi,1
StructureDefinition-DataSetDefiniti,1
StructureDefinition-Device-observer-uv-ip,1
StructureDefinition-Device-uv-ip,1
StructureDefinition-ConditionRank,1
StructureDefinition-Condition-uv-ip,1
StructureDefinition-DeviceUseStatement-uv-ip,1
StructureDefinition-Condition-congenital-anomaly-of-newbor,1
StructureDefinition-Composition-provider-mothers-live-birth-report,1
StructureDefinition-Composition-uv-ip,1
StructureDefinition-CompoundNumericObservati,1
StructureDefinition-Condition-abnormal-condition-of-newbor,1
StructureDefinition-Condition-coded-initiating-fetal-death-cause-or-conditi,1
StructureDefinition-Condition-coded-other-fetal-death-cause-or-conditi,1
StructureDefinition-Condition-fetal-death-cause-or-conditi,1
StructureDefinition-Condition-suspected-covid,1
StructureDefinition-Condition-fetal-death-other-cause-or-conditi,1
StructureDefinition-Condition-fetal-presentati,1
StructureDefinition-Condition-gk,1
StructureDefinition-Condition-infection-present-during-pregnancy,1
StructureDefinition-Condition-lab-confirmed-covid,1
StructureDefinition-Condition-maternal-morbidity,1
StructureDefinition-DeviceExt,1
StructureDefinition-Diagnostic-Imaging-Report,1
StructureDefinition-Composition-provider-live-birth-report,1
StructureDefinition-Extension-CareConnect-ActualProblem-1,1
StructureDefinition-EstablishmentOrganizati,1
StructureDefinition-EstablishmentRegistrantOrganizati,1
StructureDefinition-EstablishmentRegistrationBundle,1
StructureDefinition-EstablishmentRegistrationLogicalModel,1
StructureDefinition-EstimatedIndExt,1
StructureDefinition-ExtEventHist,1
StructureDefinition-Extension-CareConnect-AdmissionMethod-1,1
StructureDefinition-EstablishmentAffiliati,1
StructureDefinition-Extension-CareConnect-AllergyIntoleranceEnd-1,1
StructureDefinition-Extension-CareConnect-AllergySeverity-1,1
StructureDefinition-Extension-CareConnect-AnaestheticIssues-1,1
StructureDefinition-Extension-CareConnect-CareSettingType-1,1
StructureDefinition-Extension-CareConnect-ClinicalSetting-1,1
StructureDefinition-Extension-CareConnect-ConditionEpisode-1,1
StructureDefinition-EstablishmentBusinessOperati,1
StructureDefinition-Esenzione,1
StructureDefinition-DiagnosticReport-eu-xeh,1
StructureDefinition-DocumentoIdentificazione,1
StructureDefinition-DiagnosticReport-uv-ip,1
StructureDefinition-Discharge-Summary,1
StructureDefinition-DispensedProduct,1
StructureDefinition-DistanceFromLandmarkExt,1
StructureDefinition-DistanceFromLandmarkMeasurementExt,1
StructureDefinition-DocumentAuditEvent,1
StructureDefinition-DualSubmissionProvenance,1
StructureDefinition-EpisodeExt,1
StructureDefinition-Encounter,1
StructureDefinition-Encounter-birth,1
StructureDefinition-Encounter-gk,1
StructureDefinition-Encounter-maternity,1
StructureDefinition-EnumerationDeviceMetric,1
StructureDefinition-EnumerationObservati,1
StructureDefinition-Composition-provider-mothers-fetal-death-report,1
StructureDefinition-Composition-provider-fetal-death-report,1
StructureDefinition-Care-Plan-Document,1
StructureDefinition-CareConnect-MedicationRequest-1,1
StructureDefinition-CareConnect-List-1,1
StructureDefinition-CareConnect-Location-1,1
StructureDefinition-CareConnect-Medication-1,1
StructureDefinition-CareConnect-Medication-Flag-1,1
StructureDefinition-CareConnect-MedicationAdministration-1,1
StructureDefinition-CareConnect-MedicationDispense-1,1
StructureDefinition-CareConnect-MedicationStatement-1,1
StructureDefinition-CareConnect-Immunization-1,1
StructureDefinition-CareConnect-Observation-1,1
StructureDefinition-CareConnect-Organization-1,1
StructureDefinition-CareConnect-OxygenSaturation-Observation-1,1
StructureDefinition-CareConnect-Patient-1,1
StructureDefinition-CareConnect-Practitioner-1,1
StructureDefinition-CareConnect-PractitionerRole-1,1
StructureDefinition-CareConnect-InspiredOxygen-Observation-1,1
StructureDefinition-CareConnect-HeartRate-Observation-1,1
StructureDefinition-CareConnect-Procedure-1,1
StructureDefinition-CareConnect-Composition-1,1
StructureDefinition-CareConnect-ACVPU-Observation-1,1
StructureDefinition-CareConnect-AllergyIntolerance-1,1
StructureDefinition-CareConnect-Appointment-1,1
StructureDefinition-CareConnect-BloodPressure-Observation-1,1
StructureDefinition-CareConnect-CarePlan-1,1
StructureDefinition-CareConnect-CareTeam-1,1
